MovieName,Director,Cast,Duration,ReleaseDate,Genre,Production,Rating_MyMovies,Rating_Critic,Rating_Public,Rating_Average,TopParagraph,BottomParagraph
Alessandro Cattelan - Una semplice domanda,,Alessandro Cattelan,,,Docu-fiction - Italia,,"2,00",,,,"Una serie con Alessandro Cattelan. Genere Docu-fiction - Italia, 2022, Valutazione: 2 Stelle, sulla base di 1 recensione. STAGIONI: 1 - EPISODI: 6","Il docu-show Netflix in 6 episodi, prodotto da Fremantle, di cui Cattelan è autore e protagonista."
La Sera di tutti i Giorni,Felix Tissi,"Sandro Di Stefano (II), Hiltrud Hauschke, Uli Krohm, Vilmar Bieri, Hans Diehl",80,13 luglio 2023,Drammatico,Solaria Film,"3,00","3,00",,"3,00","Regia di Felix Tissi. Un film Da vedere 2022 con Sandro Di Stefano (II), Hiltrud Hauschke, Uli Krohm, Vilmar Bieri, Hans Diehl. Cast completo Genere Drammatico, - Italia, Svizzera, 2022, durata 80 minuti. Uscita cinema giovedì 13 luglio 2023 distribuito da Solaria Film. - MYmonetro 3,00 su 5 recensioni tra critica, pubblico e dizionari.","Un racconto surreale e ironico che esce dagli stereotipi della vecchiaia e della morte raccontando per capitoli la quotidianità e i sentimenti di personaggi  indimenticabili. In Italia al Box Office La Sera di tutti i Giorni ha incassato nelle prime 4 settimane di programmazione 7,2 mila euro  e 1,9 euro nel primo weekend."
That Dirty Black Bag,"Mauro Aragoni, Brian O'Malley","Douglas Booth, Zoe Boyle, Guido Caprino, Anna Chancellor, Christian Cooke",,,Western - USA,,,,,,"Regia di Mauro Aragoni, Brian O'Malley. Una serie con Douglas Booth, Zoe Boyle, Guido Caprino, Anna Chancellor, Christian Cooke. Cast completo Genere Western - USA, Italia, 2022, STAGIONI: 1 - EPISODI: 8","Una serie cruda, epica e romantica che racconta il lato oscuro del Far West."
Pablo di Neanderthal,Antonello Matarazzo,Pablo Echaurren,63,,Documentario - Italia,,"3,00",,"3,59","3,30","Regia di Antonello Matarazzo. Un film con Pablo Echaurren. Genere Documentario - Italia, 2022, durata 63 minuti. - MYmonetro 3,30 su 2 recensioni tra critica, pubblico e dizionari.",Cosa sarebbe successo se l'uomo di Neanderthal fosse prevalso sull'Homo Sapiens?
Il Santone - #lepiubellefrasidioscio,Laura Muscardin,"Neri Marcorè, Carlotta Natoli, Rossella Brescia, Beatrice De Mei, Claudio Segaluscio",,,Commedia - Italia,,,,,,"Regia di Laura Muscardin. Una serie con Neri Marcorè, Carlotta Natoli, Rossella Brescia, Beatrice De Mei, Claudio Segaluscio. Cast completo Genere Commedia - Italia, 2022,",Enzo Baroni ricompare dopo essere misteriosamente scomparso.
Redenzione,Maria Martinelli,"Kastriot Shehi, Matteo Cremon, Maria Elena Savino",93,,Drammatico - Italia,,,,"4,00",,"Regia di Maria Martinelli. Un film con Kastriot Shehi, Matteo Cremon, Maria Elena Savino. Genere Drammatico - Italia, 2022, durata 93 minuti.","Un amore che finisce, una fuga che (forse) non riesce, un paesaggio che si proietta dentro l'anima. In Italia al Box Office Redenzione ha incassato  392  ."
I Buonisti,Salvo Grasso,"Enrico Guarneri, Mario Opinato",101,7 dicembre 2022,Commedia - Italia,,,,,,"Regia di Salvo Grasso. Un film con Enrico Guarneri, Mario Opinato. Genere Commedia - Italia, 2022, durata 101 minuti. Uscita cinema mercoledì 7 dicembre 2022",Uno spaccato della società attuale che spesso si pone in una contrapposizione sociale sui valori ritenuti basilari della civile convivenza.
L'Irriducibile,"Morgan Menegazzo, Mariachiara Pernisa",,78,,Documentario - Italia,,,,,,"Regia di Morgan Menegazzo, Mariachiara Pernisa. Un film Genere Documentario - Italia, 2022, durata 78 minuti.","Senza pietà: ricordi a mente fredda di Vincenzo Vinciguerra, il neofascista condannato all'ergastolo per la
Strage di Peteano."
Siamo qui per provare,"Greta De Lazzaris, Jacopo Quadri","Francesco Alberici, Martina Badiluzzi, Daria Deflorian, Monica Demuru, Antonio Tagliarini",88,,Documentario - Italia,,"3,50",,"3,12","3,31","Regia di Greta De Lazzaris, Jacopo Quadri. Un film Da vedere 2022 con Francesco Alberici, Martina Badiluzzi, Daria Deflorian, Monica Demuru, Antonio Tagliarini. Cast completo Genere Documentario - Italia, 2022, durata 88 minuti. - MYmonetro 3,31 su 2 recensioni tra critica, pubblico e dizionari.",Un gruppo di artisti è al lavoro a un nuovo progetto ispirato al Ginger e Fred di Fellini. In Italia al Box Office Siamo qui per provare ha incassato  953  .
Innesti,Sandro Bozzolo,,52,,Documentario - Italia,,,,,,"Regia di Sandro Bozzolo. Un film Genere Documentario - Italia, 2022, durata 52 minuti.","Storia di una battaglia silenziosa e formidabile per recuperare i castagneti secolari e la loro tradizione a Viola
Castello."
Souvenir d'Italie,Giorgio Verdelli,,94,,Documentario - Italia,,,,,,"Regia di Giorgio Verdelli. Un film Genere Documentario - Italia, 2022, durata 94 minuti.","Giorgio Verdelli ricostruisce la carriera di Lelio Luttazzi, interrotta bruscamente nel 1970 per un errore giudiziario. Il film ha ottenuto 1 candidatura ai Nastri d'Argento,"
Noi siamo Alitalia - Storia di un Paese che non sa più volare,Filippo Soldi,,93,,Documentario - Italia,,,,,,"Regia di Filippo Soldi. Un film Genere Documentario - Italia, 2022, durata 93 minuti.",La chiusura di Alitalia
Insultati - Bielorussia,Caterina Shulha,"Stefano Fresi, Ambra Angiolini, Luca Argentero, Ivano De Matteo, Giacomo Ferrara",84,,Teatro - Italia,,"3,00",,,,"Regia di Caterina Shulha. Un film con Stefano Fresi, Ambra Angiolini, Luca Argentero, Ivano De Matteo, Giacomo Ferrara. Cast completo Genere Teatro - Italia, 2022, durata 84 minuti. Valutazione: 3 Stelle, sulla base di 1 recensione.",La registrazione della piece teatrale che porta in scena la difficile situazione politica che sta vivendo la Bielorussia.
L'Ors,Alessandro Abba Legnazzi,,75,,Documentario - Italia,,"3,00",,,,"Regia di Alessandro Abba Legnazzi. Un film Genere Documentario - Italia, 2022, durata 75 minuti. Valutazione: 3 Stelle, sulla base di 2 recensioni.",La ricostruzione di cinque storie personali nei giorni che precedettero l'abbattimento dell'orso M13. In Italia al Box Office L'Ors ha incassato nelle prime 8 settimane di programmazione 117   e 75 euro nel primo weekend.
Illyricvm,Simon Bogojevic-Narath,"Filip Krizan, Ylber Bardhi, Robert Prebil, Adrian Pezdirc, Ilir Prapashtica",95,,Azione - Croazia,,,,,,"Regia di Simon Bogojevic-Narath. Un film con Filip Krizan, Ylber Bardhi, Robert Prebil, Adrian Pezdirc, Ilir Prapashtica. Cast completo Genere Azione - Croazia, Slovenia, Italia, Kosovo, Bosnia-Herzegovina, 2022, durata 95 minuti.","Illiria, i dominatori romani considerano i Liburni selvaggi barbari, per poi scoprire che non sono così diversi
da loro."
Weekend per due (con delitto),Brando Improta,"Dacia D'Acunto, Maria Grazia Nazzari, Brando Improta, Beatrice Buticchi",,,Commedia - Italia,,,,,,"Regia di Brando Improta. Un film con Dacia D'Acunto, Maria Grazia Nazzari, Brando Improta, Beatrice Buticchi. Cast completo Genere Commedia - Italia, 2022,",Una commedia che racconta gli intrighi di un weekend di paura.
Un Mondo Fantastico,Michele Rovini,"Alice Arcuri, Andrea Bruschi, Lazzaro Calcagno, Marianna De Micheli, Mauro Pirovano",94,7 settembre 2023,Drammatico - Italia,,,,,,"Regia di Michele Rovini. Un film con Alice Arcuri, Andrea Bruschi, Lazzaro Calcagno, Marianna De Micheli, Mauro Pirovano. Cast completo Genere Drammatico - Italia, 2022, durata 94 minuti. Uscita cinema giovedì 7 settembre 2023","Igor e Graziano sono due persone che nella vita non si dovrebbero incontrare. Uno è colto e introverso, mentre l'altro è scaltro, esuberante e poco incline alla riflessione. In Italia al Box Office Un Mondo Fantastico ha incassato  5,2 mila euro ."
Lotta continua,Tony Saccucci,,105,,Documentario - Italia,,,,,,"Regia di Tony Saccucci. Un film Genere Documentario - Italia, 2022, durata 105 minuti.","Il maggiore tra i gruppi nati dopo il '68 raccontato da chi vi ha partecipato ma anche da chi ne dà un giudizio molto severo. Con Erri De Luca, Gad Lerner, Gianpiero Mughini."
V-cyborg 2 - The Revenge,Max Nascente,"Sylvie Lubamba, Alessandro Capone, Stefano Capone",120,,Fantascienza - Italia,,,,,,"Regia di Max Nascente. Un film con Sylvie Lubamba, Alessandro Capone, Stefano Capone. Genere Fantascienza - Italia, 2022, durata 120 minuti.",In Italia al Box Office V-cyborg 2 - The Revenge ha incassato  806  .
Santa guerra,Samantha Casella,"Samantha Casella, Eugenia Costantini, Emma Quartullo, Ekaterina Buscemi",78,,Drammatico - Italia,,,,,,"Regia di Samantha Casella. Un film con Samantha Casella, Eugenia Costantini, Emma Quartullo, Ekaterina Buscemi. Cast completo Genere Drammatico - Italia, 2022, durata 78 minuti.","Muovendosi tra svariate dimensioni una donna raggiunge una dolorosa presa di coscienza. In Italia al Box Office Santa guerra ha incassato  2,6 mila euro ."
In Viaggio con Montale - 25 Anni di Premio Montale Fuori di Casa,Fulvio Wetzl,,121,25 gennaio 2023,Documentario - Italia,,"3,00",,"3,00","3,00","Regia di Fulvio Wetzl. Un film Genere Documentario - Italia, 2022, durata 121 minuti. Uscita cinema mercoledì 25 gennaio 2023 - MYmonetro 3,00 su 2 recensioni tra critica, pubblico e dizionari.",I primi cinque anni del Premio Montale Fuori di Casa ideato e presieduto da Adriana Beverini. In Italia al Box Office In Viaggio con Montale - 25 Anni di Premio Montale Fuori di Casa ha incassato  412  .
Peso morto,Francesco Del Grosso,,87,,Documentario - Italia,,"3,00",,,,"Regia di Francesco Del Grosso. Un film Genere Documentario - Italia, 2022, durata 87 minuti. Valutazione: 3 Stelle, sulla base di 1 recensione.","Per via di un errore giudiziario, Angelo Massaro ha trascorso ventuno anni in carcere ingiustamente, prima di essere riconosciuto innocente ed essere assolto per un omicidio mai commesso."
Bice Lazzari - Il ritmo e l'ossessione,Manfredi Lucibello,,61,,Documentario - Italia,,"3,50",,"5,00","4,25","Regia di Manfredi Lucibello. Un film Genere Documentario - Italia, 2022, durata 61 minuti. - MYmonetro 4,25 su 2 recensioni tra critica, pubblico e dizionari.",Una donna che ha lottato per emanciparsi come artista.
Divided Ukraine: What Language Do You Express Love In?,"Federico Schiavi, Christine Reinhold",,78,,Documentario - Italia,,,,"5,00",,"Regia di Federico Schiavi, Christine Reinhold. Un film Genere Documentario - Italia, 2022, durata 78 minuti.",Le vite di chi dal 2014 al 2019 ha dovuto subire la guerra civile in Ucraina.
Vatican Girl: La scomparsa di Emanuela Orlandi,Mark Lewis (II),,,,Documentario - Italia,,,,,,"Regia di Mark Lewis (II). Una serie Genere Documentario - Italia, 2022,","1983: una 15enne vaticana scompare nel nulla, aprendo un mistero che attraversa quattro decenni di storia tra intrighi internazionali, Chiesa e mafia."
Franco Zeffirelli - Conformista Ribelle,Selma Dell'Olio,"Roberto Bolle, Massimo Ghini, Giancarlo Giannini, Riccardo Tozzi",120,24 ottobre 2022,Documentario,RS Productions,,,"5,00",,"Regia di Selma Dell'Olio. Un film con Roberto Bolle, Massimo Ghini, Giancarlo Giannini, Riccardo Tozzi. Genere Documentario, - Italia, 2022, durata 120 minuti. Uscita cinema lunedì 24 ottobre 2022 distribuito da RS Productions.",Un film che racconta la strepitosa carriera di Franco Zeffirelli.
Anthropophagus 2,Dario Germani,"Jessica Pizzi, Monica Carpanese, Giuditta Niccoli, Chiara De Cristofaro",,,Drammatico - Italia,,,,,,"Regia di Dario Germani. Un film con Jessica Pizzi, Monica Carpanese, Giuditta Niccoli, Chiara De Cristofaro. Cast completo Genere Drammatico - Italia, 2022,",Può un'avventura trasformarsi nel peggior incubo di sempre?
"Kristos, l'ultimo bambino",Giulia Amati,"Kristos Kabosos, Maria Tsialiera, Mihalis Kabosos",90,,Documentario - Italia,,"3,00",,"4,04","3,52","Regia di Giulia Amati. Un film con Kristos Kabosos, Maria Tsialiera, Mihalis Kabosos. Titolo originale: Kristos, l'ultimo bambino. Titolo internazionale: Kristos, the Last Child. Genere Documentario - Italia, Francia, Grecia, 2022, durata 90 minuti. - MYmonetro 3,52 su 2 recensioni tra critica, pubblico e dizionari.","L'incredibile storia di un bambino che vive su un'isola di 30 persone. In Italia al Box Office Kristos, l'ultimo bambino ha incassato  214  ."
Gaddafi,,,,,Biografico - Italia,,,,"3,00",,"Una serie Titolo originale: Gaddafi. Genere Biografico - Italia, Canada, 2022,",La serie tv sulla vita di Gheddafi scritta da Roberto Saviano.
Nino Migliori. Viaggio Intorno alla mia Stanza,Elisabetta Sgarbi,Nino Migliori,42,,Documentario - Italia,,,,,,"Regia di Elisabetta Sgarbi. Un film con Nino Migliori. Genere Documentario - Italia, 2022, durata 42 minuti.","Elisabetta Sgarbi cerca ogni volta il dispositivo più adatto per portare le opere d'arte sullo schermo. Questa volta tocca a Nino Migliori. Il film ha ottenuto 1 candidatura ai Nastri d'Argento,"
A noi rimane il mondo,Armin Ferrari,,78,,Documentario - Italia,,,,,,"Regia di Armin Ferrari. Un film Genere Documentario - Italia, 2022, durata 78 minuti.","Un film che esplora le ramificazioni culturali del collettivo letterario militante Wu Ming, un'importante forma di resistenza nell'Italia contemporanea. In Italia al Box Office A noi rimane il mondo ha incassato  607  ."
Briganti,"Steve Saint Leger, Antonio Le Fosse, Nicola Sorcinelli","Michela De Rossi, Ivana Lotito, Matilda Anna Ingrid Lutz, Marlon Joubert",,,Drammatico - Italia,,,,,,"Regia di Steve Saint Leger, Antonio Le Fosse, Nicola Sorcinelli. Una serie con Michela De Rossi, Ivana Lotito, Matilda Anna Ingrid Lutz, Marlon Joubert. Cast completo Genere Drammatico - Italia, 2022, STAGIONI: 1 - EPISODI: 6",Serie Ccrime western italiana targata Netflix composta da 6 episodi.
Happy Birthday,Giorgio Ferrero,Masha Shemuranova,20,,Cortometraggio - Italia,,"4,00",,,,"Regia di Giorgio Ferrero. Un film Da vedere 2022 con Masha Shemuranova. Genere Cortometraggio - Italia, 2022, durata 20 minuti. Valutazione: 4 Stelle, sulla base di 3 recensioni.","Un film breve di finzione, che inizia un percorso di indagine sulla generazione nata nel 2000."
Vien di Notte,Mirko Zaru,"Manuela Serra, Luca Solinas, Christian Loddo, Giuseppe Garippa, Asia Bilancetta",96,,Horror - Italia,,,,,,"Regia di Mirko Zaru. Un film con Manuela Serra, Luca Solinas, Christian Loddo, Giuseppe Garippa, Asia Bilancetta. Cast completo Genere Horror - Italia, 2022, durata 96 minuti.",Un giornalista inglese indaga su una serie di strani fenomeni che avvengono in un paesino della Sardegna. In Italia al Box Office Vien di Notte ha incassato  287  .
"Bene! Vita di Carmelo, la macchina attoriale",Samuele Rossi,"Filippo Timi, Carmelo Bene, Pietrangelo Buttafuoco, Franco Ungaro, Lydia Mancinelli",,,Documentario - Italia,,"3,00",,,,"Regia di Samuele Rossi. Un film con Filippo Timi, Carmelo Bene, Pietrangelo Buttafuoco, Franco Ungaro, Lydia Mancinelli. Cast completo Genere Documentario - Italia, 2022, Valutazione: 3 Stelle, sulla base di 1 recensione.",Filippo Timi ci guida in un documentario sorprendente alla ricerca di una risposta possibile alla domanda: chi era davvero Carmelo Bene?
Sospesi,Martina Dall'Ara,,103,,Documentario - Italia,,,,"5,00",,"Regia di Martina Dall'Ara. Un film Genere Documentario - Italia, 2022, durata 103 minuti.",Un documentario di voci collettive di tantissimi Italiani bloccati all'estero durante la Pandemia 2020.
Vertical Man,Roberto Moretto,"Roberto Galano, Nicola Rignanese",,,Commedia - Italia,,,,,,"Regia di Roberto Moretto. Un film con Roberto Galano, Nicola Rignanese. Genere Commedia - Italia, 2022,","In Italia al Box Office Vertical Man ha incassato  12,4 mila euro ."
Banu,Tahmina Rafaella,"Tahmina Rafaella, Melek Abbaszadeh, Zaur Shafiyev",90,,Drammatico - Azerbaidzhan,,"2,50","2,83","3,57","2,97","Regia di Tahmina Rafaella. Un film con Tahmina Rafaella, Melek Abbaszadeh, Zaur Shafiyev. Genere Drammatico - Azerbaidzhan, Italia, Francia, Iran, 2022, durata 90 minuti. - MYmonetro 2,97 su 4 recensioni tra critica, pubblico e dizionari.",Una donna lotta per impedire che il marito ottenga la custodia del figlio.
Fuorigioco - Una storia di vita e di sport,Pier Paolo Paganelli,,87,,Documentario - Italia,,,,"2,00",,"Regia di Pier Paolo Paganelli. Un film Genere Documentario - Italia, 2022, durata 87 minuti.","La storia di  Giuseppe Signori, allontanato dal mondo dello sport per un'accusa infondata."
"Il Sergente dell'Altopiano, la Storia di Mario Rigoni Stern","Tommaso Brugin, Federico Mazza",,,,Documentario - Italia,,,,"5,00",,"Regia di Tommaso Brugin, Federico Mazza. Un film Genere Documentario - Italia, Svizzera, Austria, 2022,",
Natural Born Driver. L'Incredibile storia di Ivan Capelli,Gionata Zanetta,,65,,Documentario - Svizzera,,,,,,"Regia di Gionata Zanetta. Un film Genere Documentario - Svizzera, Italia, 2022, durata 65 minuti.",Il racconto della carriera di Ivan Capelli partendo dai materiali girati dal padre.
Hanno ucciso l'uomo ragno,Sydney Sibilia,,,,Commedia drammatica - Italia,,,,,,"Regia di Sydney Sibilia. Una serie Genere Commedia drammatica - Italia, 2022,","La serie che racconta le origini degli 883, diventati un vero e proprio fenomeno nazionale e generazionale."
Il Cammino della Postumia,Alessandro Scillitani,,,,Documentario - Italia,,,,,,"Regia di Alessandro Scillitani. Un film Genere Documentario - Italia, 2022,",
"Kindeswhol, il bene del bambino",Franco Angeli,"Livia Bonifazi, Giovanni Guardiano, Mario Patanè",60,,Drammatico - Italia,,,,,,"Regia di Franco Angeli. Un film con Livia Bonifazi, Giovanni Guardiano, Mario Patanè. Genere Drammatico - Italia, 2022, durata 60 minuti.",Marinella Colombo è accusata di aver rapito i suoi stessi figli. La sua è una battaglia che da anni combatte per l'affido dei minori.
Daniel Pennac: Ho visto Maradona!,Ximo Solano,"Maurizio De Giovanni, Daniel Pennac, Roberto Saviano",82,29 marzo 2023,Documentario,Feltrinelli Real Cinema,,"2,60",,,"Regia di Ximo Solano. Un film con Maurizio De Giovanni, Daniel Pennac, Roberto Saviano. Genere Documentario, - Italia, Spagna, 2022, durata 82 minuti. Uscita cinema mercoledì 29 marzo 2023 distribuito da Feltrinelli Real Cinema.","Daniel Pennac racconta Maradona, il santo profano che è diventato un capro espiatorio proprio come il suo Malaussène. In Italia al Box Office Daniel Pennac: Ho visto Maradona! ha incassato nelle prime 5 settimane di programmazione 2,2 mila euro  e 1,9 euro nel primo weekend."
Cinque minuti prima,Duccio Chiarini,"Tecla Insolia, Ludovica Ciaschetti, Simone Fumagalli, Edoardo Pagliai",,,Commedia - Italia,,,,,,"Regia di Duccio Chiarini. Una serie con Tecla Insolia, Ludovica Ciaschetti, Simone Fumagalli, Edoardo Pagliai. Genere Commedia - Italia, 2022,",Dal problematico rapporto col sesso e gli affetti si snodano le vicende dei protagonisti: un delicato mosaico che racconta con dolcezza un passaggio all'età adulta più intimo e profondo.
La sposa nel vento,Giovanni Coda,"Giulia Vacca, Pasquale Mazzella, Serra Yilmaz, Lorenzo Balducci, Valentina Sulas",80,,Drammatico - Italia,,,,,,"Regia di Giovanni Coda. Un film con Giulia Vacca, Pasquale Mazzella, Serra Yilmaz, Lorenzo Balducci, Valentina Sulas. Cast completo Genere Drammatico - Italia, 2022, durata 80 minuti.",
Il Mondo in Camera - Mario Fantin il Cineasta dell'Avventura,Mauro Bartoli,,75,30 settembre 2022,Documentario,Apapaja,"3,00",,,,"Regia di Mauro Bartoli. Un film Titolo originale: Il mondo in camera. Genere Documentario, - Italia, 2022, durata 75 minuti. Uscita cinema venerdì 30 settembre 2022 distribuito da Apapaja. Consigli per la visione di bambini e ragazzi: +13 Valutazione: 3 Stelle, sulla base di 2 recensioni.","La storia di un uomo che è stato un instancabile narratore di montagne, popoli e spedizioni estreme. In Italia al Box Office Il Mondo in Camera - Mario Fantin il Cineasta dell'Avventura ha incassato nelle prime 9 settimane di programmazione 3,5 mila euro  e 3,1 euro nel primo weekend."
Metamorphosis,Michele Fasano,,,,Animazione,Distribuzione Indipendente,,,"5,00",,"Regia di Michele Fasano. Un film Genere Animazione, - Italia, 2022, distribuito da Distribuzione Indipendente.","Liberamente ispirato a ""La conferenza degli uccelli"" di Farid al-Din 'Attar. In Italia al Box Office Metamorphosis ha incassato nelle prime 2 settimane di programmazione 2,1 mila euro  e 542 euro nel primo weekend."
Ora Tocca a Noi - Storia di Pio la Torre,Walter Veltroni,,102,,Documentario - Italia,,,,,,"Regia di Walter Veltroni. Un film Genere Documentario - Italia, 2022, durata 102 minuti.","Tre attori per interpretare Pio La Torre nelle diverse fasi della vita, dall'infanzia al sostegno alle lotte dei braccianti all'ingresso nel Pci, e tante interviste a materiali di repertorio per il film tra realtà e ricostruzione."
Il Violinista,Mirko Zullo,"Edoardo Romano, Sabrina Borsotti, Fabrizio Rizzolo, Davide Mengacci, Greta Gallotti",100,,Drammatico - Italia,,,,"5,00",,"Regia di Mirko Zullo. Un film con Edoardo Romano, Sabrina Borsotti, Fabrizio Rizzolo, Davide Mengacci, Greta Gallotti. Genere Drammatico - Italia, 2022, durata 100 minuti.",Il passato di un anziano violinista da poco trasferitosi stuzzica la curiosità degli abitanti del paese.
"Montelago, la città nomade","Maurizio Serafini, Luciano Monceri",,90,,Documentario - Italia,,,,,,"Regia di Maurizio Serafini, Luciano Monceri. Un film Genere Documentario - Italia, 2022, durata 90 minuti.",Documentario realizzato con il materiale video girato nel corso delle edizioni del festival.
Corpo dei giorni,Santabelva,,96,,Documentario - Italia,,,,,,"Regia di Santabelva. Un film Genere Documentario - Italia, 2022, durata 96 minuti.","Un gruppo di registi incontra un terrorista all'ergastolo. Il film è stato premiato a Torino Film Festival,"
Un coach come padre,Massimiliano Finazzer Flory,,,,Docu-fiction - Italia,,,,,,"Regia di Massimiliano Finazzer Flory. Un film Genere Docu-fiction - Italia, 2022,","Una lettera aperta ai giovani per insegnare loro il racconto di una storia, quella di Gamba, tesa tra la guerra e le vittorie, tra ricordi ed emozioni di vita vissuta davvero."
Non sono mai tornata indietro,Silvana Costa,,80,,Documentario - Italia,,,,,,"Regia di Silvana Costa. Un film Genere Documentario - Italia, 2022, durata 80 minuti.","Iolanda è una delle ultime testimoni di un'usanza arcaica e impietosa. Per Silvana è stata come una seconda mamma ma è fuggita. Oggi, Iolanda racconta a Silvana la sua versione dei fatti."
Le streghe dello Sciliar,Andrea Dalfino,,95,,Documentario - Italia,,,,,,"Regia di Andrea Dalfino. Un film Genere Documentario - Italia, 2022, durata 95 minuti.","Documentario che scava nei processi avvenuti in Alto Adige all'inizio del XVI secolo, quando alcune donne furono condannate al rogo con l'accusa di stregoneria."
Il Modernissimo di Bologna,Giuseppe Schillaci,,54,,Documentario - Italia,,"3,00",,,,"Regia di Giuseppe Schillaci. Un film Genere Documentario - Italia, Francia, 2022, durata 54 minuti. Valutazione: 3 Stelle, sulla base di 1 recensione.","Grazie all'espediente di una storia personale, il film ripercorre la storia del cinema e della sala bolognese."
"Go, Friend, Go","Gabriele Licchelli, Francesco Lorusso, Andrea Settembrini",,68,,Documentario - Italia,,"3,00",,,,"Regia di Gabriele Licchelli, Francesco Lorusso, Andrea Settembrini. Un film Genere Documentario - Italia, Gran Bretagna, Germania, 2022, durata 68 minuti. Valutazione: 3 Stelle, sulla base di 1 recensione.","I registi incontrano i migranti della cosiddetta ""rotta balcanica"" in un viaggio verso la speranza."
Dog,Federico Alotto,"Andrea Zirio, Ortensia Fioravanti, Stewart Arnold, Michael Bertuol",80,,Fantascienza - Italia,,,,,,"Regia di Federico Alotto. Un film con Andrea Zirio, Ortensia Fioravanti, Stewart Arnold, Michael Bertuol. Genere Fantascienza - Italia, 2022, durata 80 minuti.","In un futuro in cui la quasi totalità delle donne è sterile, la popolazione deve lottare per la sopravvivenza."
Nuovo Cinema Buie,Alessio Bozzer,,74,,Documentario - Italia,,,,,,"Regia di Alessio Bozzer. Un film Genere Documentario - Italia, 2022, durata 74 minuti.",Un cinema aperto a Buie d'Istria diventa luogo di ritrovo per italiani e jugoslavi.
Margherita. La voce delle stelle,Samuele Rossi,,52,,Documentario - Italia,,,,,,"Regia di Samuele Rossi. Un film Genere Documentario - Italia, 2022, durata 52 minuti.",Un omaggio a una grande donna della cultura mondiale nell'anno del centenario della sua nascita.
Libere di... Vivere,Antonio Silvestre,Giulia Cappelletti,,,Documentario - Italia,,,,,,"Regia di Antonio Silvestre. Un film con Giulia Cappelletti. Genere Documentario - Italia, 2022,",Diffondere la conoscenza della violenza economica di genere e le sue conseguenze devastanti.
Terror Zone,Alberto Bogo,"Antonella Salvucci, Barbara Alesse, Pietro Giunti, Andrea Benfante, Anna Giarrocco",89,,Horror - Italia,,,,,,"Regia di Alberto Bogo. Un film con Antonella Salvucci, Barbara Alesse, Pietro Giunti, Andrea Benfante, Anna Giarrocco. Cast completo Genere Horror - Italia, 2022, durata 89 minuti.","Il nuovo horror ad episodi del regista genovese Bogo, ambientato durante il Lockdown che racconta i lati più oscuri dell'essere umano."
Nel nome di Gerry Conlon,Lorenzo Moscia,,82,13 aprile 2023,Documentario,Nightswim,,,"4,00",,"Regia di Lorenzo Moscia. Un film Genere Documentario, - Italia, 2022, durata 82 minuti. Uscita cinema giovedì 13 aprile 2023 distribuito da Nightswim.","L'ultima intervista a Gerry Conlon, accusato di essere un terrorista IRA e scarcerato dopo 15 anni, in uno dei più gravi errori giudiziari della storia Gran Bretagna. In Italia al Box Office Nel nome di Gerry Conlon ha incassato nelle prime 3 settimane di programmazione 1,2 mila euro  e 186 euro nel primo weekend."
"Notti bionde, l'El Dorado del contrabbando",Vito Caggianelli,"Giulia Di Bastiano, Cinzia Mirabella, Giovanni Fassio, Tano D'Amore, Susy Fuccillo",75,,Drammatico - Italia,,,,,,"Regia di Vito Caggianelli. Un film con Giulia Di Bastiano, Cinzia Mirabella, Giovanni Fassio, Tano D'Amore, Susy Fuccillo. Cast completo Genere Drammatico - Italia, 2022, durata 75 minuti.",Un uomo entra nel contrabbando di sigarette. Una scelta di cui si pentirà.
Il Teorema della Felicità,Luca Fortino,"Antonio Tancredi Cadili, Andrea Tidona, Orio Scaduto, Marie Ange Barbancourt",110,,Commedia - Canada,,,,,,"Regia di Luca Fortino. Un film con Antonio Tancredi Cadili, Andrea Tidona, Orio Scaduto, Marie Ange Barbancourt. Cast completo Genere Commedia - Canada, Italia, 2022, durata 110 minuti.",
"Gradizzolo - Un anno tra vigne, cibo e famiglia","Maurizio Barilli, Massimiliano Zerbini",,,,Documentario - Italia,,,,"4,00",,"Regia di Maurizio Barilli, Massimiliano Zerbini. Un film Genere Documentario - Italia, 2022,",Una famiglia accoglie due filmmakers per un anno intero e gli permette di seguire le stagioni di lavorazione del vino.
Marco Inedito: dagli ultimi cento giorni di Marco Pannella,Simona Ventura,,55,,Documentario - Italia,,,,,,"Regia di Simona Ventura. Un film Genere Documentario - Italia, 2022, durata 55 minuti.",Un ritratto di Marco Pannella e in particolar modo dei suoi ultimi cento giorni.
Era Roma,Mario Canale,,,,Documentario,Cinecittà Luce,,,,,"Regia di Mario Canale. Un film Genere Documentario, - Italia, 2022, distribuito da Cinecittà Luce.","Il manifestarsi tra il 1963 e il 1979 nel perimetro della Capitale d'Italia di una miriade di esperienze estetiche, sperimentali, che con il cinema, la pittura, la scrittura, il teatro, la musica, vollero cambiare la società italiana. In Italia al Box Office Era Roma ha incassato nelle prime 5 settimane di programmazione 3 mila euro  e 1,9 euro nel primo weekend."
Cosa verrà,Francesco Crispino,,84,,Documentario - Italia,,,,,,"Regia di Francesco Crispino. Un film Genere Documentario - Italia, 2022, durata 84 minuti.",Una classe di terza media che affronta un passaggio cruciale della loro adolescenza durante la pandemia.
